machine_id,temperature,vibration,pressure,rotational_speed,failure,temperature_rolling_mean,temperature_rolling_std,vibration_rolling_mean,vibration_rolling_std,pressure_rolling_mean,pressure_rolling_std,high_vibration
7,77.69,0.5829,105.39,1381.12,0,76.775,1.2940054095713758,0.4019,0.25597265478953013,100.435,7.0074282015586835,0
73,78.82,1.7707,114.76,1707.7,0,82.205,4.787112908632934,0.895,1.2384268165701193,97.14,24.91844296901394,1
72,65.67,0.3566,72.52,1243.84,0,70.89999999999999,6.28336693182883,0.5952333333333334,0.2874881272910819,86.44333333333333,12.274421914425679,0
12,62.97,0.509,97.67,1709.45,0,62.97,,0.509,,97.67,,0
34,38.18,0.4294,90.6,1776.03,0,60.959999999999994,32.215784950859096,1.6325500000000002,1.7015110475691892,109.38499999999999,26.566001769178584,0
33,71.58,0.3311,80.35,1417.44,0,66.32666666666667,15.38792167036645,0.2639666666666667,0.19325282231660507,94.19,12.029966749746238,0
48,96.58,0.9353,85.01,1833.25,0,82.60499999999999,19.76363453416401,0.68485,0.3541897866963417,114.155,41.21725427536386,1
23,61.65,0.5172,82.12,1421.19,0,61.65,,0.5172,,82.12,,0
62,52.16,0.808,107.0,1507.21,1,60.238,7.264060159442512,1.02576,1.1162391110331156,100.202,11.103874098709866,1
88,81.53,0.7717,108.0,1617.34,0,82.338,10.759440970608095,0.30896,0.2970492854729666,104.51400000000001,20.97283791002067,1
37,84.3,0.106,117.51,1211.97,0,84.3,,0.106,,117.51,,0
99,66.21,0.5251,106.56,1092.33,0,66.21,,0.5251,,106.56,,0
44,69.77,0.1114,103.18,1583.94,0,70.92666666666666,25.00507215213212,0.2703,0.35509847929834903,114.66000000000001,21.028639994065237,0
86,78.96,0.4377,101.58,1277.42,0,78.96,,0.4377,,101.58,,0
91,72.67,0.5657,113.51,1133.78,0,68.32,6.15182899632297,0.9431499999999999,0.5337949091177246,109.36,5.868986283848352,0
35,90.0,2.9454,57.86,1730.7,0,70.2375,19.99274597614512,0.8630249999999999,1.392283307795747,86.2875,25.462173741977857,1
65,111.56,0.0155,98.82,1955.05,0,98.155,18.95753280361134,0.00915,0.008980256121069154,111.535,17.981725445573908,0
99,49.36,0.0478,106.34,1757.18,0,57.785,11.914749262993322,0.28645,0.3375020666603391,106.45,0.15556349186103965,0
47,93.45,0.0401,135.79,1144.62,0,88.38333333333333,13.144026526652075,0.6081333333333333,0.8069377443975052,117.63,15.736635599771633,0
78,76.58,0.254,77.77,1553.48,1,73.23666666666666,21.60985037739349,0.7480333333333333,0.5093881656785259,106.42,28.882747445490715,0
3,95.82,0.8618,77.06,1407.16,0,85.7,10.887717850862954,0.6241,0.282966764832904,78.12666666666667,20.8404830398274,1
1,85.87,0.9291,54.58,1244.15,0,71.82000000000001,19.869700551341985,1.2943,0.5164707929786543,69.78,21.49604614807105,1
5,75.92,0.6678,72.18,1525.54,0,69.555,9.001469324504747,0.8246,0.22174868658010138,77.285,7.219560235914641,0
90,86.4,1.1359,96.97,1479.74,0,80.23666666666666,5.556710657694297,0.9544,0.25836445188918694,108.94333333333333,10.558438962902304,1
14,69.09,0.1949,85.52,1430.2,0,76.56666666666666,7.704286685562356,0.11846666666666666,0.0662137699676837,82.89666666666666,10.698992164373864,0
27,63.39,0.0461,85.09,1796.43,0,63.39,,0.0461,,85.09,,0
9,87.16,0.03,100.46,1889.96,0,68.97,15.754907172052773,1.3476,1.378533485266136,113.98,13.291233953249042,0
79,62.34,0.9557,111.65,1403.02,0,62.34,,0.9557,,111.65,,1
15,84.64,0.6555,100.25,1446.18,0,82.256,10.350474868333336,0.90994,1.0636075465132806,94.904,8.38992133455374,0
90,75.46,0.5997,100.53,1425.74,0,79.0425,5.127262915045418,0.865725,0.27559840801426994,106.84,9.592521392557162,0
42,40.06,0.2075,108.07,1654.48,0,66.565,37.48373047069888,0.10819999999999999,0.14043140674364832,101.41999999999999,9.404520189781085,0
77,66.38,0.2389,63.35,1599.43,0,66.38,,0.2389,,63.35,,0
51,80.02,1.5864,102.58,1287.12,0,69.52,9.254507010100538,0.8242333333333334,0.7536495096086332,108.35000000000001,19.148496024492367,1
63,68.91,0.033,98.5,1461.37,0,70.57666666666667,11.491010979601985,0.09846666666666666,0.056851150677302315,112.16666666666667,21.64296036436175,0
96,36.8,0.743,99.86,1050.92,0,36.8,,0.743,,99.86,,1
52,94.81,0.1853,88.32,1028.57,0,85.875,12.635998179803607,0.8435,0.9308353667539712,93.13,6.80236723501459,0
96,77.54,0.0199,95.89,1145.76,0,57.17,28.807530265539953,0.38145,0.5113089134759925,97.875,2.8072139213105927,0
4,81.66,0.6785,108.05,1424.57,0,85.435,3.9221890146532536,0.4576,0.22507988211595753,101.17,19.125283440165447,0
94,67.9,0.2009,132.18,1683.36,0,67.9,,0.2009,,132.18,,0
23,82.97,0.6403,66.17,1265.26,1,72.31,15.075516574897192,0.57875,0.08704484476406399,74.14500000000001,11.27835315992544,0
15,102.52,0.6149,111.44,1462.17,0,84.94,13.750449083575415,0.8959199999999999,1.0677677472184672,97.56000000000002,11.28194575416847,0
43,63.97,0.3826,124.36,1565.61,0,63.97,,0.3826,,124.36,,0
29,100.01,0.7511,74.59,1960.79,0,73.025,38.16255298063797,0.4785,0.3855146171029057,97.26,32.060221458998065,1
36,80.98,0.435,96.41,1516.75,0,70.96000000000001,14.170419894978412,0.22905,0.2912572831707389,89.03999999999999,10.422753954689712,0
13,61.96,0.1689,105.52,1530.13,0,61.96,,0.1689,,105.52,,0
32,108.19,0.6623,140.18,1318.41,0,108.19,,0.6623,,140.18,,0
71,80.87,0.4448,143.47,2051.01,0,77.81,19.956730694179345,1.5964333333333334,1.0181037291618833,120.84333333333332,30.83651461065815,0
59,85.15,0.0064,74.59,1729.37,0,79.875,7.459976541518084,0.29074999999999995,0.40213162646078954,96.01,30.2924545060317,0
86,70.96,1.1596,93.96,1166.66,0,74.96,5.656854249492381,0.79865,0.5104603853385686,97.77,5.388153672641495,1
28,63.06,0.3944,103.99,1949.41,0,76.47,18.9646038714232,0.7781499999999999,0.5427044545606752,106.38499999999999,3.387041481883562,0
66,77.52,1.0149,111.13,1715.04,0,77.52,,1.0149,,111.13,,1
42,98.72,1.0717,104.02,1570.19,0,77.28333333333333,32.359898537129766,0.4293666666666667,0.5650704144912679,102.28666666666668,6.817318632228757,1
45,70.36,0.2944,81.04,1698.09,0,91.815,30.341951980714754,1.0495999999999999,1.0680140823041613,82.105,1.506137443927343,0
62,74.6,0.3543,80.15,1840.75,0,61.657999999999994,9.41428011055545,1.09002,1.0522117643326365,93.304,10.593617418049408,0
57,96.84,0.2687,69.17,1274.09,0,96.84,,0.2687,,69.17,,0
6,70.5,0.2984,59.59,1383.11,0,66.53,5.614427842621185,0.37775000000000003,0.11221784617430512,78.63,26.92662622758372,0
28,82.65,1.1276,68.72,1488.47,0,78.53,13.876559371832773,0.8946333333333333,0.4335541065810971,93.83,21.87738786967036,1
28,88.16,0.7759,123.23,1128.0,0,80.9375,12.310841766508085,0.86495,0.3589389595274754,101.18,23.1337430319148,1
44,72.05,0.0676,114.21,1718.81,0,71.2075,20.424280281077223,0.21962500000000001,0.30714021092437027,114.5475,17.17128683781931,0
84,79.65,0.4712,111.07,1417.37,0,74.82,6.830651506262062,0.502,0.04355777772109134,109.68,1.965756851698588,0
30,84.92,2.7492,95.55,1384.3,0,91.87,9.828784258493009,1.54525,1.7026424184190878,98.66,4.398204178980325,1
62,68.99,0.4526,99.17,1307.11,0,64.28599999999999,9.219654548842922,1.0857,1.0554116566534595,94.08800000000001,10.913852207172306,0
75,87.24,0.7706,94.63,1489.78,0,80.92666666666666,5.503683614937655,0.4946333333333333,0.27456096469333235,87.63666666666666,14.659554336109032,1
92,66.8,0.7328,68.26,1546.73,0,76.40666666666667,9.014262772591746,0.6159666666666667,0.19994129971902586,97.86666666666667,29.600002252252157,1
89,64.87,0.2156,112.95,1798.82,0,69.392,9.118594738225845,1.23734,1.2334450972783508,104.168,20.577580518612972,0
62,52.09,0.2325,117.05,1807.24,0,61.038,10.24266908574127,0.9555,1.1244865783992266,97.81,15.128580567918451,0
97,67.45,0.6438,76.99,1159.9,0,67.45,,0.6438,,76.99,,0
1,62.77,0.3466,76.98,1638.17,0,68.80333333333334,14.99010784928959,0.9784,0.6578369630843192,72.18,15.75817248287377,0
27,68.99,0.4226,107.04,1868.97,0,66.19,3.959797974644662,0.23435,0.2662257031167351,96.065,15.520993847044725,0
62,84.18,0.624,106.86,1433.21,0,66.404,14.1211731099084,0.49428,0.22644420284034716,102.046,13.788971317687183,0
77,49.11,0.7516,114.65,1449.02,0,57.745,12.211734111091673,0.49525,0.36253364671434296,89.0,36.2745778748699,1
3,45.38,0.1584,128.27,1380.97,0,75.62,22.0330176477637,0.507675,0.3280232448572306,90.66250000000001,30.300807882519138,0
70,63.76,0.0794,78.84,1661.47,0,63.76,,0.0794,,78.84,,0
72,81.92,0.1725,98.36,1586.2,0,73.655,7.5286497239987655,0.48955,0.3158725745191141,89.4225,11.659446456271699,0
27,79.33,0.3542,79.99,1793.89,0,70.57,8.086606210271404,0.2743,0.2005643786917308,90.70666666666666,14.373094076549192,0
9,63.52,0.2094,81.43,1466.64,0,67.6075,13.149284834798683,1.06305,1.261260423808924,105.8425,19.561362213983635,0
62,92.54,0.4201,91.4,1878.0,0,74.47999999999999,15.424981361414996,0.41669999999999996,0.1432629226282932,98.926,14.148022123251002,0
37,65.12,0.0275,128.81,1679.25,0,74.71000000000001,13.562308063157982,0.06675,0.055507882323143985,123.16,7.99030662740799,0
97,81.94,0.3564,122.1,1852.9,0,74.695,10.245977259393076,0.5001,0.20322248891301375,99.54499999999999,31.897586899325166,0
51,69.56,0.2294,98.5,1321.25,0,69.53,7.55629979994618,0.6755249999999999,0.6834581644109609,105.8875,16.392037447085904,0
44,61.97,0.3825,56.88,1970.29,0,69.36,18.163967077706342,0.25220000000000004,0.27578430883572763,103.01400000000001,29.769916526587714,0
24,65.92,0.2746,107.86,1333.35,1,59.73666666666667,9.597730634547592,1.2723666666666666,1.0753816826286997,95.59666666666665,23.680144284470344,0
79,86.01,0.1672,107.39,1347.41,0,74.17500000000001,16.737217510685575,0.56145,0.5575536969655928,109.52000000000001,3.012274887854701,0
59,80.42,1.1723,81.33,1381.9,0,80.05666666666667,5.284376342893586,0.5845999999999999,0.5830080531176219,91.11666666666667,23.035853214789626,1
32,89.52,0.1021,116.61,1349.91,0,98.85499999999999,13.201683604752839,0.3822,0.39612121882070395,128.395,16.666506832566935,0
96,80.41,0.5719,80.94,2068.07,0,64.91666666666667,24.391995271673316,0.44493333333333335,0.3779005204195058,92.23,9.976888292448706,0
88,50.83,1.2928,116.55,1656.55,0,76.584,17.907939021562473,0.55024,0.49504573324087947,108.542,20.961311266235228,1
52,106.72,0.3868,104.82,1648.76,0,92.82333333333334,14.989070462618198,0.6912666666666666,0.7090502121382755,97.02666666666666,8.287830435845883,0
62,80.63,1.0454,70.8,932.55,0,75.686,15.670482762187003,0.55492,0.30738540466326675,97.056,17.476522251294732,1
58,82.72,0.0667,92.77,1885.65,0,79.50999999999999,4.539625535217642,0.19774999999999998,0.1853326873489941,100.94,11.55412480458819,0
52,69.35,0.3404,102.89,1188.46,0,86.955,16.956734158832987,0.60355,0.6049338724191266,98.49249999999999,7.374737848448132,0
12,91.7,0.3053,106.0,1489.09,0,77.33500000000001,20.31517782348951,0.40715,0.14403765132769972,101.83500000000001,5.890199487283935,0
39,58.6,0.0041,120.66,1288.74,0,75.73,24.22547832345112,0.04295,0.05494219689819474,112.185,11.985459941111976,0
2,84.15,0.2928,123.16,1571.9,0,86.01,18.57566553316462,0.68466,0.6134517527890845,109.05999999999999,33.46037357830902,0
3,43.81,0.2302,95.23,1960.22,0,69.25800000000001,23.80053822920818,0.45217999999999997,0.3099966322397713,91.57600000000001,26.320650257924868,0
56,85.16,0.554,111.19,1211.57,0,85.16,,0.554,,111.19,,0
81,58.81,1.393,132.16,1284.32,0,73.43,16.525516633376398,0.6034666666666667,0.7129133210519589,105.47666666666667,23.192689221677885,1
59,79.15,0.0448,79.63,1541.87,0,79.83,4.3384252135231485,0.44964999999999994,0.5472156217312026,88.245,19.666034170620172,0
2,95.36,0.1984,87.84,1971.0,1,92.4,13.717902536466722,0.70636,0.588567560268148,98.234,28.546432876981324,0
2,87.34,0.2936,66.9,1372.62,0,90.236,13.43256230210752,0.6329400000000001,0.6178552807899274,91.35999999999999,31.606716849429336,0
92,93.37,0.3037,87.37,1285.13,0,80.64750000000001,11.229869025653567,0.5379,0.22589518218265153,95.2425,24.731594334642743,0
54,91.81,0.7454,104.12,1549.17,0,81.86,11.06728964110003,0.6617000000000001,0.13598077069938969,97.57333333333334,26.01530767323987,1
87,67.14,0.293,57.68,1502.25,0,70.12,15.57529774996292,0.6524666666666666,0.3668610409042276,76.24,19.933873181095546,0
96,83.97,0.0138,108.74,1192.5,0,69.68,22.07722053761901,0.33715,0.3763972059761691,96.3575,11.597581285193334,0
97,49.13,0.6191,90.55,1378.4,0,66.17333333333333,16.442214976496725,0.5397666666666666,0.159279701573469,96.54666666666667,23.1451514000953,0
1,64.7,1.0807,98.75,909.61,0,67.7775,12.41013933577433,1.003975,0.5395516371642909,78.8225,18.494266453867983,1
19,95.89,0.3607,76.62,1490.88,0,95.89,,0.3607,,76.62,,0
2,69.22,0.4351,97.95,1126.22,0,82.06200000000001,10.430178330210838,0.58064,0.6221720445343073,86.18,26.690842062400364,0
53,46.98,0.0889,133.58,2240.69,0,58.0175,12.242334676577556,0.09204999999999999,0.06506604337133157,101.64,24.800499994959782,0
44,105.21,0.1246,92.0,1666.45,0,81.098,18.670648622905418,0.27264,0.25768813127499685,101.04,30.18902035508937,0
90,83.43,0.1341,55.74,1576.13,0,79.92,4.854549412664379,0.7194,0.4049949258941401,96.62,24.31572228003931,0
32,86.47,0.2817,124.28,1658.09,0,94.72666666666667,11.758895923229067,0.3487,0.28604677939106393,127.02333333333333,12.022089391338493,0
70,60.29,1.3166,110.85,1352.59,0,62.025,2.453660530717319,0.698,0.8748325096839966,94.845,22.63448806578138,1
32,79.26,0.3688,101.88,1457.35,0,90.86,12.328241291170983,0.353725,0.23377234474305697,120.7375,15.949939132590247,0
68,78.86,0.1067,111.36,1651.62,0,78.86,,0.1067,,111.36,,0
55,62.68,0.1547,101.65,1207.23,0,71.19,12.034957415795038,0.20805,0.07544829355260463,100.185,2.071822868876589,0
75,72.45,0.2423,132.87,1704.93,0,78.8075,6.177148074421826,0.43155,0.25724277119743,98.945,25.588707795953013,0
56,52.49,0.4881,115.04,2132.14,0,68.825,23.101178541364508,0.52105,0.04659833688019353,113.11500000000001,2.722361107568209,0
17,69.8,0.2899,90.87,1056.03,0,69.8,,0.2899,,90.87,,0
